,company,industry_code,industry_name,sector_code,sector_name
744,Inox Air Product, 82,Industrial Gas, 12,Chemicals
745,Guj Fluorochem, 82,Industrial Gas, 12,Chemicals
746,GOCL Corpn., 80,Industrial Explosives, 12,Chemicals
747,Solar Inds., 80,Industrial Explosives, 12,Chemicals
748,Prem. Explosives, 80,Industrial Explosives, 12,Chemicals
749,Tricom India, 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
750,Xchanging Sol., 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
751,R Systems Intl., 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
752,eClerx Services, 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
753,Firstsour.Solu., 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
754,Datamatics Glob., 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
755,BLS Internat., 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
756,Allsec Tech., 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
757,Intrasoft Tech., 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
758,Eider Infotech, 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
759,Dhanus Tech., 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
760,HOV Services, 263,IT Enabled Services / Business Process Outsourcing, 37,IT - Software
761,Dynamatic Tech., 131,Hydraulics, 23,Capital Goods-Non Electrical Equipment
762,Om Metals Infrap, 131,Hydraulics, 18,Capital Goods - Electrical Equipment
763,Hotel Rugby, 161,Hotels - Small, 7,Hotels & Restaurants
764,Viceroy Hotels, 161,Hotels - Small, 7,Hotels & Restaurants
765,Asian Hotels (E), 161,Hotels - Small, 7,Hotels & Restaurants
766,Suman Motels, 161,Hotels - Small, 7,Hotels & Restaurants
767,Apollo Sindoori, 161,Hotels - Small, 7,Hotels & Restaurants
768,Coffee Day Enter, 161,Hotels - Small, 7,Hotels & Restaurants
769,EIH Assoc.Hotels, 161,Hotels - Small, 7,Hotels & Restaurants
770,Advani Hotels., 161,Hotels - Small, 7,Hotels & Restaurants
771,Blu.Coast Hotel., 161,Hotels - Small, 7,Hotels & Restaurants
772,Kamat Hotels, 161,Hotels - Small, 7,Hotels & Restaurants
773,Mahindra Holiday, 236,Hotels - Resorts, 7,Hotels & Restaurants
774,Country Club Hos, 236,Hotels - Resorts, 7,Hotels & Restaurants
775,Asian Hotels (W), 99,Hotels - Medium, 7,Hotels & Restaurants
776,TGB Banquets, 99,Hotels - Medium, 7,Hotels & Restaurants
777,TajGVK Hotels, 99,Hotels - Medium, 7,Hotels & Restaurants
778,Speciality Rest., 99,Hotels - Medium, 7,Hotels & Restaurants
779,Oriental Hotels, 99,Hotels - Medium, 7,Hotels & Restaurants
780,The Byke Hospi., 99,Hotels - Medium, 7,Hotels & Restaurants
781,Royal Orch.Hotel, 99,Hotels - Medium, 7,Hotels & Restaurants
782,Asian Hotels (N), 8,Hotels - Large, 7,Hotels & Restaurants
783,Hotel Leela Ven., 8,Hotels - Large, 7,Hotels & Restaurants
784,Indian Hotels, 8,Hotels - Large, 7,Hotels & Restaurants
785,EIH, 8,Hotels - Large, 7,Hotels & Restaurants
786,Narayana Hrudaya, 129,Hospitals / Medical Services, 48,Healthcare
787,Indrapr.Medical, 129,Hospitals / Medical Services, 48,Healthcare
788,Fortis Health., 129,Hospitals / Medical Services, 48,Healthcare
789,Health.Global, 129,Hospitals / Medical Services, 48,Healthcare
790,Apollo Hospitals, 129,Hospitals / Medical Services, 48,Healthcare
791,Safire Global Me, 129,Hospitals / Medical Services, 48,Healthcare
792,Thyrocare Tech., 129,Hospitals / Medical Services, 48,Healthcare
793,Dr Lal Pathlabs, 129,Hospitals / Medical Services, 48,Healthcare
794,Lotus Eye Care, 129,Hospitals / Medical Services, 48,Healthcare
795,Venky's (India), 173,Hatcheries, 11,Miscellaneous
796,Aro Granite Inds, 208,Granite & Marble - Large, 11,Miscellaneous
797,Rajdarshan Inds, 208,Granite & Marble - Large, 44,Mining & Mineral products
798,Madhav Marbles, 208,Granite & Marble - Large, 11,Miscellaneous
799,Oriental Trimex, 208,Granite & Marble - Large, 11,Miscellaneous
800,Pokarna, 208,Granite & Marble - Large, 11,Miscellaneous
801,Asahi India Glas, 155,Glass - Sheet / Float, 54,Glass & Glass Products
802,Sejal Glass, 155,Glass - Sheet / Float, 54,Glass & Glass Products
803,Hind.Natl.Glass, 246,Glass - Containers / Others, 54,Glass & Glass Products
804,Banaras Beads, 246,Glass - Containers / Others, 54,Glass & Glass Products
805,La Opala RG, 246,Glass - Containers / Others, 54,Glass & Glass Products
806,Mahanagar Gas, 259,Gas Distribution, 66,Gas Distribution
807,Deep Industries, 259,Gas Distribution, 66,Gas Distribution
808,Indraprastha Gas, 259,Gas Distribution, 66,Gas Distribution
809,GAIL (India), 259,Gas Distribution, 66,Gas Distribution
810,Guj.St.Petronet, 259,Gas Distribution, 11,Miscellaneous
811,Petronet LNG, 259,Gas Distribution, 66,Gas Distribution
812,LGB Forge, 270,Forgings - Medium / Small, 19,"Castings, Forgings & Fastners"
813,Ramkrishna Forg., 270,Forgings - Medium / Small, 19,"Castings, Forgings & Fastners"
814,Sh.Ganesh Forg., 270,Forgings - Medium / Small, 19,"Castings, Forgings & Fastners"
815,Hilton Met.Forg., 270,Forgings - Medium / Small, 19,"Castings, Forgings & Fastners"
816,Sanghvi Forg., 270,Forgings - Medium / Small, 19,"Castings, Forgings & Fastners"
817,Mahindra CIE, 22,Forgings - Large, 19,"Castings, Forgings & Fastners"
818,Bharat Forge, 22,Forgings - Large, 19,"Castings, Forgings & Fastners"
819,Kalyani Forge, 22,Forgings - Large, 19,"Castings, Forgings & Fastners"
820,M M Forgings, 22,Forgings - Large, 19,"Castings, Forgings & Fastners"
821,Metalyst Forg., 22,Forgings - Large, 19,"Castings, Forgings & Fastners"
822,Umang Dairies, 239,Food and Dairy Products - Indian - Medium / Small, 22,FMCG
823,Prabhat Dairy, 239,Food and Dairy Products - Indian - Medium / Small, 22,FMCG
824,Kwality, 239,Food and Dairy Products - Indian - Medium / Small, 22,FMCG
825,Aravali Inds., 239,Food and Dairy Products - Indian - Medium / Small, 22,FMCG
826,Parag Milk Foods, 239,Food and Dairy Products - Indian - Medium / Small, 22,FMCG
827,Zydus Wellness, 239,Food and Dairy Products - Indian - Medium / Small, 22,FMCG
828,Nestle India, 30,Food And Dairy Products - Multinational, 22,FMCG
829,Neopolitan Pizza, 30,Food And Dairy Products - Multinational, 22,FMCG
830,GlaxoSmith C H L, 30,Food And Dairy Products - Multinational, 22,FMCG
831,Britannia Inds., 30,Food And Dairy Products - Multinational, 22,FMCG
832,Jubilant Food., 30,Food And Dairy Products - Multinational, 11,Miscellaneous
833,Vadilal Inds., 182,Food And Dairy Products - Indian - Large, 22,FMCG
834,Hatsun AgroProd., 182,Food And Dairy Products - Indian - Large, 22,FMCG
835,Heritage Foods, 182,Food And Dairy Products - Indian - Large, 22,FMCG
836,ADF Foods, 207,Food - Processing - Spices / Pickles, 22,FMCG
837,Varun Beverages, 214,Food - Processing - Others, 22,FMCG
838,Farmax India, 214,Food - Processing - Others, 22,FMCG
839,Indo Biotech, 214,Food - Processing - Others, 22,FMCG
840,Avanti Feeds, 214,Food - Processing - Others, 11,Miscellaneous
841,Agro Dutch Inds., 230,Food - Processing - Mushrooms, 22,FMCG
842,Manpasand Bever., 279,Food - Processing - Fruit Processing, 22,FMCG
843,SKM Egg Prod., 266,Food - Processing - Egg Powder, 22,FMCG
844,Sita Shree Food, 274,Food - Processing - Atta / Rava / Sooji, 22,FMCG
845,Sanwaria Agro, 225,Food - Proccesing - Rice, 22,FMCG
846,L T Foods, 225,Food - Proccesing - Rice, 22,FMCG
847,Usher Agro, 225,Food - Proccesing - Rice, 22,FMCG
848,Lakshmi Energy, 225,Food - Proccesing - Rice, 22,FMCG
849,Kohinoor Foods, 225,Food - Proccesing - Rice, 22,FMCG
850,REI Agro, 225,Food - Proccesing - Rice, 22,FMCG
851,KRBL, 225,Food - Proccesing - Rice, 22,FMCG
852,Nath Bio-Genes, 238,Floriculture / Tissue Culture, 11,Miscellaneous
853,Agri-Tech India, 238,Floriculture / Tissue Culture, 11,Miscellaneous
854,Karuturi Global, 238,Floriculture / Tissue Culture, 11,Miscellaneous
855,Techindia Nirman, 238,Floriculture / Tissue Culture, 11,Miscellaneous
856,Pochiraju Inds., 238,Floriculture / Tissue Culture, 11,Miscellaneous
857,Nitin Fire Prot., 273,Fire - Protection Equipment, 23,Capital Goods-Non Electrical Equipment
858,Tour. Fin. Corp., 224,Finance - Term-Lending Institutions, 13,Finance
859,Power Fin.Corpn., 224,Finance - Term-Lending Institutions, 13,Finance
860,IFCI, 224,Finance - Term-Lending Institutions, 13,Finance
861,Rural Elec.Corp., 224,Finance - Term-Lending Institutions, 13,Finance
862,Manappuram Fin., 133,Finance - Small, 13,Finance
863,NBI Indl. Fin., 133,Finance - Small, 13,Finance
864,Muthoot Cap.Serv, 133,Finance - Small, 13,Finance
865,Lloyds Finance, 133,Finance - Small, 13,Finance
866,Hybrid Financial, 133,Finance - Small, 13,Finance
867,Nalwa Sons Invst, 133,Finance - Small, 13,Finance
868,Motor & Gen Fin, 133,Finance - Small, 13,Finance
869,Maha Rashtra Apx, 133,Finance - Small, 13,Finance
870,Guj. Lease Fin., 133,Finance - Small, 13,Finance
871,Times Guaranty, 133,Finance - Small, 13,Finance
872,21st Cent. Mgmt., 133,Finance - Small, 13,Finance
873,Arman Financial, 133,Finance - Small, 13,Finance
874,Alankit, 133,Finance - Small, 13,Finance
875,ICDS, 133,Finance - Small, 13,Finance
876,Capri Global, 133,Finance - Small, 13,Finance
877,Autoriders Fin., 133,Finance - Small, 13,Finance
878,Satin Creditcare, 133,Finance - Small, 13,Finance
879,DCM Financial, 133,Finance - Small, 13,Finance
880,SE Investments, 133,Finance - Small, 13,Finance
881,Prime Securities, 133,Finance - Small, 13,Finance
882,Keynote Corp., 133,Finance - Small, 13,Finance
883,IL&FS Inv.Manag., 133,Finance - Small, 13,Finance
884,TCI Finance, 133,Finance - Small, 13,Finance
885,Blue Chip India, 133,Finance - Small, 13,Finance
886,HB Stockholdings, 133,Finance - Small, 13,Finance
887,Indl. Inv. Trust, 133,Finance - Small, 13,Finance
888,Cons. Finvest, 133,Finance - Small, 13,Finance
889,Bajaj Fin., 58,Finance - Medium, 13,Finance
890,Transwar.Fin., 58,Finance - Medium, 13,Finance
891,First Leasing Co, 58,Finance - Medium, 13,Finance
892,SREI Infra. Fin., 58,Finance - Medium, 13,Finance
893,Shri.City Union., 255,Finance - Leasing And Diversified, 13,Finance
894,Lak. Fin. & Indl, 255,Finance - Leasing And Diversified, 13,Finance
895,Cholaman.Inv.&Fn, 113,Finance - Large, 13,Finance
896,Reliance Capital, 113,Finance - Large, 13,Finance
897,Sundaram Finance, 113,Finance - Large, 13,Finance
898,Shriram Trans., 113,Finance - Large, 13,Finance
899,VLS Finance, 113,Finance - Large, 13,Finance
900,Bajaj Finserv, 15,Finance - Investment / Others, 13,Finance
901,Bajaj Holdings, 15,Finance - Investment / Others, 13,Finance
902,BLB, 15,Finance - Investment / Others, 13,Finance
903,SIL Investments, 15,Finance - Investment / Others, 13,Finance
904,Indo Thai Sec., 15,Finance - Investment / Others, 13,Finance
905,Naga Dhunseri, 15,Finance - Investment / Others, 13,Finance
906,Jindal Poly Inve, 15,Finance - Investment / Others, 13,Finance
907,Nahar Capital, 15,Finance - Investment / Others, 13,Finance
908,STEL Holdings, 15,Finance - Investment / Others, 13,Finance
909,Nagreeka Cap., 15,Finance - Investment / Others, 13,Finance
910,Pan India Corpor, 15,Finance - Investment / Others, 13,Finance
911,Summit Sec., 15,Finance - Investment / Others, 13,Finance
912,Ujjivan Fin.Ser., 15,Finance - Investment / Others, 13,Finance
913,Microsec Fin, 15,Finance - Investment / Others, 13,Finance
914,McDowell Hold., 15,Finance - Investment / Others, 13,Finance
915,JSW Holdings, 15,Finance - Investment / Others, 13,Finance
916,Silicon Valley, 15,Finance - Investment / Others, 13,Finance
917,Max India, 15,Finance - Investment / Others, 13,Finance
918,Max Financial, 15,Finance - Investment / Others, 13,Finance
919,Almondz Global, 15,Finance - Investment / Others, 13,Finance
920,Anandam Rubber, 15,Finance - Investment / Others, 13,Finance
921,Inventure Grow., 15,Finance - Investment / Others, 13,Finance
922,Motil.Oswal.Fin., 15,Finance - Investment / Others, 13,Finance
923,Stampede Cap., 15,Finance - Investment / Others, 13,Finance
924,Bharat Financial, 15,Finance - Investment / Others, 13,Finance
925,Capital First, 15,Finance - Investment / Others, 13,Finance
926,Muthoot Finance, 15,Finance - Investment / Others, 13,Finance
927,Vardhman Hold., 15,Finance - Investment / Others, 13,Finance
928,Indiabulls Vent., 15,Finance - Investment / Others, 13,Finance
929,JM Financial, 15,Finance - Investment / Others, 13,Finance
930,L&T Fin.Holdings, 15,Finance - Investment / Others, 13,Finance
931,M & M Fin. Serv., 15,Finance - Investment / Others, 13,Finance
932,Onelife Capital, 15,Finance - Investment / Others, 13,Finance
933,Viji Finance, 15,Finance - Investment / Others, 13,Finance
934,Weizmann For., 15,Finance - Investment / Others, 13,Finance
935,Dhunseri Invest., 15,Finance - Investment / Others, 13,Finance
936,Khandwala Sec., 15,Finance - Investment / Others, 13,Finance
937,Edelweiss.Fin., 15,Finance - Investment / Others, 13,Finance
938,Kirloskar Indus., 15,Finance - Investment / Others, 13,Finance
939,Wealth First Por, 15,Finance - Investment / Others, 13,Finance
940,Pneumatic Holdin, 15,Finance - Investment / Others, 13,Finance
941,Oswal Agro Mills, 15,Finance - Investment / Others, 13,Finance
942,Pilani Invest., 15,Finance - Investment / Others, 13,Finance
943,I D F C, 15,Finance - Investment / Others, 13,Finance
944,ICICI Pru Life, 15,Finance - Investment / Others, 69,Insurance
945,PNB Gilts, 15,Finance - Investment / Others, 13,Finance
946,Tata Inv.Corpn., 15,Finance - Investment / Others, 13,Finance
947,PTC India Fin, 15,Finance - Investment / Others, 13,Finance
948,Equitas Holdings, 15,Finance - Investment / Others, 13,Finance
949,Rane Holdings, 15,Finance - Investment / Others, 13,Finance
950,ATN Intl., 15,Finance - Investment / Others, 13,Finance
951,Religare Enterp., 15,Finance - Investment / Others, 13,Finance
952,Welspun Investme, 15,Finance - Investment / Others, 13,Finance
953,Kalyani Invest., 15,Finance - Investment / Others, 13,Finance
954,BF Investment, 15,Finance - Investment / Others, 13,Finance
955,Crest Ventures, 15,Finance - Investment / Others, 13,Finance
956,Netwrk.18 Media, 15,Finance - Investment / Others, 13,Finance
957,MASK INVESTMENTS, 15,Finance - Investment / Others, 13,Finance
958,GRUH Finance, 172,Finance - Housing - Medium / Small, 13,Finance
959,PNB Housing, 172,Finance - Housing - Medium / Small, 13,Finance
960,Can Fin Homes, 172,Finance - Housing - Medium / Small, 13,Finance
961,GIC Housing Fin, 172,Finance - Housing - Medium / Small, 13,Finance
962,Repco Home Fin, 172,Finance - Housing - Medium / Small, 13,Finance
963,Coral India Fin., 172,Finance - Housing - Medium / Small, 13,Finance
964,Dewan Hsg. Fin., 72,Finance - Housing - Large, 13,Finance
965,India Info.Hou., 72,Finance - Housing - Large, 13,Finance
966,LIC Housing Fin., 72,Finance - Housing - Large, 13,Finance
967,Indiabulls Hous., 72,Finance - Housing - Large, 13,Finance
968,H D F C, 72,Finance - Housing - Large, 13,Finance
969,Magma Fincorp, 141,Finance - Equipment - Leasing & Maintenance, 13,Finance
970,Williamson Magor, 141,Finance - Equipment - Leasing & Maintenance, 13,Finance
971,M B Agro Prod., 261,Fertilizers - Phosphatic - Single Super Phosphate, 25,Fertilizers
972,Aries Agro, 261,Fertilizers - Phosphatic - Single Super Phosphate, 25,Fertilizers
973,Natl.Fertilizer, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
974,Good Value Mktg, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
975,S P I C, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
976,F A C T, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
977,R C F, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
978,Nagarjuna Fert., 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
979,Deepak Fert., 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
980,G N F C, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
981,Chambal Fert., 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
982,Coromandel Inter, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
983,G S F C, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
984,Agro Phos, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
985,Madras Fert., 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
986,Mangalore Chem., 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
987,Zuari Global, 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
988,Zuari Agro Chem., 42,Fertilizers - Nitrogenous / Phosphatic, 25,Fertilizers
989,Shyam Century, 254,Ferro Alloys, 44,Mining & Mineral products
990,Indian Metals, 254,Ferro Alloys, 44,Mining & Mineral products
991,Impex Ferro Tech, 254,Ferro Alloys, 44,Mining & Mineral products
992,Metkore Alloys, 254,Ferro Alloys, 44,Mining & Mineral products
993,Gravita India, 254,Ferro Alloys, 36,Non Ferrous Metals
994,Maithan Alloys, 254,Ferro Alloys, 44,Mining & Mineral products
995,Rohit Ferro Tec., 254,Ferro Alloys, 44,Mining & Mineral products
996,GKW, 59,Fasteners, 19,"Castings, Forgings & Fastners"
997,Sterling Tools, 59,Fasteners, 19,"Castings, Forgings & Fastners"
998,Lak. Prec. Screw, 59,Fasteners, 19,"Castings, Forgings & Fastners"
999,Sundram Fasten., 59,Fasteners, 19,"Castings, Forgings & Fastners"
1000,Sri Adhik. Bros., 221,Entertainment - Electronic Media, 31,Entertainment
1001,UFO Moviez, 221,Entertainment - Electronic Media, 46,Media - Print/Television/Radio
1002,T.V. Today Netw., 221,Entertainment - Electronic Media, 46,Media - Print/Television/Radio
1003,Zee Entertainmen, 221,Entertainment - Electronic Media, 31,Entertainment
1004,D B Corp, 221,Entertainment - Electronic Media, 46,Media - Print/Television/Radio
1005,Ent.Network, 221,Entertainment - Electronic Media, 31,Entertainment
1006,Cyber Media Ind, 221,Entertainment - Electronic Media, 67,Online Media
1007,Sun TV Network, 221,Entertainment - Electronic Media, 31,Entertainment
1008,Siti Networks, 221,Entertainment - Electronic Media, 31,Entertainment
1009,Dish TV, 221,Entertainment - Electronic Media, 31,Entertainment
1010,Sambhaav Media, 221,Entertainment - Electronic Media, 46,Media - Print/Television/Radio
1011,D C Holdings, 221,Entertainment - Electronic Media, 46,Media - Print/Television/Radio
1012,Hathway Cable, 221,Entertainment - Electronic Media, 31,Entertainment
1013,TV18 Broadcast, 221,Entertainment - Electronic Media, 31,Entertainment
1014,H T Media, 221,Entertainment - Electronic Media, 46,Media - Print/Television/Radio
1015,Jagran Prakashan, 221,Entertainment - Electronic Media, 46,Media - Print/Television/Radio
1016,Broadcast Init., 221,Entertainment - Electronic Media, 31,Entertainment
1017,DSJ Communicatn, 221,Entertainment - Electronic Media, 31,Entertainment
1018,Raj Television, 221,Entertainment - Electronic Media, 31,Entertainment
1019,Ortel Commu., 221,Entertainment - Electronic Media, 31,Entertainment
1020,Hindustan Media, 221,Entertainment - Electronic Media, 46,Media - Print/Television/Radio
1021,NDTV, 221,Entertainment - Electronic Media, 46,Media - Print/Television/Radio
1022,Den Networks, 221,Entertainment - Electronic Media, 31,Entertainment
1023,TV Vision, 221,Entertainment - Electronic Media, 31,Entertainment
1024,Next Media., 221,Entertainment - Electronic Media, 31,Entertainment
1025,Zee Media, 221,Entertainment - Electronic Media, 31,Entertainment
1026,Cineline India, 221,Entertainment - Electronic Media, 31,Entertainment
1027,Shemaroo Entert., 66,Entertainment - Content Providers, 31,Entertainment
1028,Prime Focus, 66,Entertainment - Content Providers, 31,Entertainment
1029,SAB Events, 66,Entertainment - Content Providers, 46,Media - Print/Television/Radio
1030,Saregama India, 66,Entertainment - Content Providers, 31,Entertainment
1031,Prit Nandy Comm., 66,Entertainment - Content Providers, 31,Entertainment
1032,Balaji Telefilms, 66,Entertainment - Content Providers, 31,Entertainment
1033,Sh.Ashtavinayak, 66,Entertainment - Content Providers, 31,Entertainment
1034,Crest Animation, 66,Entertainment - Content Providers, 31,Entertainment
1035,Padmalaya Tele., 66,Entertainment - Content Providers, 31,Entertainment
1036,DQ Entertain., 66,Entertainment - Content Providers, 31,Entertainment
1037,Tips Industries, 66,Entertainment - Content Providers, 31,Entertainment
1038,PVR, 66,Entertainment - Content Providers, 31,Entertainment
1039,Lila Worldwide, 66,Entertainment - Content Providers, 31,Entertainment
1040,Cinevista, 66,Entertainment - Content Providers, 31,Entertainment
1041,Radaan Media., 66,Entertainment - Content Providers, 31,Entertainment
1042,Inox Leisure, 66,Entertainment - Content Providers, 31,Entertainment
1043,Jain Studios, 66,Entertainment - Content Providers, 31,Entertainment
1044,Mukta Arts, 66,Entertainment - Content Providers, 31,Entertainment
1045,Creative Eye, 66,Entertainment - Content Providers, 31,Entertainment
1046,KSS, 66,Entertainment - Content Providers, 31,Entertainment
1047,BAG Films, 66,Entertainment - Content Providers, 31,Entertainment
1048,Eros Intl.Media, 66,Entertainment - Content Providers, 31,Entertainment
1049,Kirloskar Oil, 68,Engines, 23,Capital Goods-Non Electrical Equipment
1050,Greaves Cotton, 68,Engines, 23,Capital Goods-Non Electrical Equipment
1051,Swaraj Engines, 68,Engines, 23,Capital Goods-Non Electrical Equipment
1052,Cummins India, 68,Engines, 23,Capital Goods-Non Electrical Equipment
1053,Hind.Dorr-Oliver, 74,Engineering - Turnkey Services, 34,Engineering
1054,GMR Infra., 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1055,Ashoka Buildcon, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1056,Sanghvi Movers, 74,Engineering - Turnkey Services, 23,Capital Goods-Non Electrical Equipment
1057,Petron Engg, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1058,L&T Technology, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1059,Shriram EPC, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1060,Engineers India, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1061,BGR Energy Sys., 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1062,Larsen & Toubro, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1063,Jaihind Projects, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1064,Technofab Engg., 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1065,GVK Power Infra., 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1066,Atlanta, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1067,Mukand Engineers, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1068,McNally Bharat, 74,Engineering - Turnkey Services, 34,Engineering
1069,IL&FS Transport, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1070,Gammon Infra., 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1071,Power Mech Proj., 74,Engineering - Turnkey Services, 23,Capital Goods-Non Electrical Equipment
1072,Rel. Indl. Infra, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1073,VKS Projects, 74,Engineering - Turnkey Services, 23,Capital Goods-Non Electrical Equipment
1074,Sunil Hitech, 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1075,Supreme Infra., 74,Engineering - Turnkey Services, 30,Infrastructure Developers & Operators
1076,GEI Industrial, 192,Engineering - Light - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1077,Perfect Infraeng, 192,Engineering - Light - General - Medium / Small, 34,Engineering
1078,DE Nora India, 192,Engineering - Light - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1079,Hercules Hoists, 192,Engineering - Light - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1080,Mazda, 192,Engineering - Light - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1081,Electrotherm(I), 192,Engineering - Light - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1082,Pitti Lamination, 192,Engineering - Light - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1083,Kabra Extrusion, 145,Engineering - Heavy - Plastic Machinery, 23,Capital Goods-Non Electrical Equipment
1084,Windsor Machines, 145,Engineering - Heavy - Plastic Machinery, 23,Capital Goods-Non Electrical Equipment
1085,Tecpro Systems, 49,Engineering - Heavy - Material Handling, 23,Capital Goods-Non Electrical Equipment
1086,Action Const.Eq., 49,Engineering - Heavy - Material Handling, 23,Capital Goods-Non Electrical Equipment
1087,Eimco Elecon(I), 49,Engineering - Heavy - Material Handling, 23,Capital Goods-Non Electrical Equipment
1088,Thejo Engg., 49,Engineering - Heavy - Material Handling, 34,Engineering
1089,TRF, 49,Engineering - Heavy - Material Handling, 23,Capital Goods-Non Electrical Equipment
1090,Elecon Engg.Co, 49,Engineering - Heavy - Material Handling, 23,Capital Goods-Non Electrical Equipment
1091,TIL, 49,Engineering - Heavy - Material Handling, 23,Capital Goods-Non Electrical Equipment
1092,A2Z Infra Engg., 124,Engineering - Heavy - General - Medium / Small, 18,Capital Goods - Electrical Equipment
1093,Guj Apollo Inds, 124,Engineering - Heavy - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1094,Kalindee Rail, 124,Engineering - Heavy - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1095,Commercial Eng., 124,Engineering - Heavy - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1096,UB Engg., 124,Engineering - Heavy - General - Medium / Small, 23,Capital Goods-Non Electrical Equipment
1097,BEML Ltd, 93,Engineering - Heavy - General - Large, 23,Capital Goods-Non Electrical Equipment
1098,Manugraph India, 93,Engineering - Heavy - General - Large, 23,Capital Goods-Non Electrical Equipment
1099,Walchan. Inds., 93,Engineering - Heavy - General - Large, 23,Capital Goods-Non Electrical Equipment
1100,Titagarh Wagons, 93,Engineering - Heavy - General - Large, 23,Capital Goods-Non Electrical Equipment
1101,Texmaco Rail, 93,Engineering - Heavy - General - Large, 23,Capital Goods-Non Electrical Equipment
1102,Praj Inds., 93,Engineering - Heavy - General - Large, 23,Capital Goods-Non Electrical Equipment
1103,Salora Intl., 212,Electronics - TV / Audio / VCR / VCP, 14,Consumer Durables
1104,MIRC Electronics, 212,Electronics - TV / Audio / VCR / VCP, 14,Consumer Durables
1105,BPL, 212,Electronics - TV / Audio / VCR / VCP, 14,Consumer Durables
1106,Videocon Inds., 212,Electronics - TV / Audio / VCR / VCP, 14,Consumer Durables
1107,Hind Rectifiers, 181,Electronics - Power Devices / Equipment, 14,Consumer Durables
1108,JCT Electronics, 158,Electronics - Picture Tubes - Colour, 14,Consumer Durables
1109,Samtel Color, 158,Electronics - Picture Tubes - Colour, 14,Consumer Durables
1110,Euro Multivision, 193,Electronics - Others, 14,Consumer Durables
1111,Bharat Electron, 193,Electronics - Others, 14,Consumer Durables
1112,Kernex Microsys., 193,Electronics - Others, 14,Consumer Durables
1113,Nova Electro, 193,Electronics - Others, 14,Consumer Durables
1114,Genus Power, 193,Electronics - Others, 14,Consumer Durables
1115,MIC Electronics, 193,Electronics - Others, 14,Consumer Durables
1116,Centum Electron, 193,Electronics - Others, 14,Consumer Durables
1117,Atcom Technolog, 193,Electronics - Others, 14,Consumer Durables
